shipment_id,po_id,lane_id,carrier,ship_date,eta_date,actual_arrival_date,shipment_qty,shipment_status
SHP-0001241,PO-0011857,LANE-004241,BlueLine Transport,2026-07-31,2026-09-01,2026-09-02,1200,Delivered
SHP-0001242,PO-0016765,LANE-005956,Meridian Logistics,2025-05-25,2025-06-07,,100,Delayed
SHP-0001243,PO-0008226,LANE-001472,BlueLine Transport,2025-03-01,2025-04-02,2025-04-03,800,Delivered
SHP-0001244,PO-0007187,LANE-011998,EuroFreight Express,2024-01-18,2024-01-31,,1200,In Transit
SHP-0001245,PO-0017632,LANE-011668,Meridian Logistics,2026-02-02,2026-02-13,2026-02-10,100,Delivered
SHP-0001246,PO-0022956,LANE-011332,Continental Cargo,2025-07-21,2025-07-31,2025-07-31,300,Delivered
SHP-0001247,PO-0004634,LANE-012060,Ironhide Trucking,2025-01-10,2025-01-15,2025-01-14,300,Delivered
SHP-0001248,PO-0007953,LANE-006397,Pacific Rim Shipping,2025-04-03,2025-04-22,2025-04-22,100,Delivered
SHP-0001249,PO-0007370,LANE-011000,Meridian Logistics,2024-10-27,2024-11-20,2024-11-20,800,Delivered
SHP-0001250,PO-0025496,LANE-006035,BlueLine Transport,2026-02-04,2026-02-14,2026-02-11,50,Delivered
SHP-0001251,PO-0005295,LANE-013330,BlueLine Transport,2026-04-06,2026-04-14,2026-04-14,300,Delivered
SHP-0001252,PO-0001737,LANE-014511,Pacific Rim Shipping,2024-07-04,2024-07-17,2024-07-18,1200,Delivered
SHP-0001253,PO-0020130,LANE-006412,TransGlobal Freight,2025-01-20,2025-01-25,,500,In Transit
SHP-0001254,PO-0008745,LANE-016150,Pacific Rim Shipping,2024-11-07,2024-11-11,2024-11-16,500,Partial
SHP-0001255,PO-0001828,LANE-009506,BlueLine Transport,2025-09-08,2025-10-09,2025-10-13,200,Partial
SHP-0001256,PO-0023275,LANE-002726,EuroFreight Express,2026-08-15,2026-08-20,,500,Delayed
SHP-0001257,PO-0014001,LANE-001317,Continental Cargo,2026-01-25,2026-02-24,,800,Delayed
SHP-0001258,PO-0001834,LANE-012952,Continental Cargo,2024-01-12,2024-01-17,,200,In Transit
SHP-0001259,PO-0011014,LANE-006871,Atlas Intermodal,2024-06-15,2024-07-09,,100,Delayed
SHP-0001260,PO-0022121,LANE-016656,TransGlobal Freight,2024-03-05,2024-03-09,2024-03-09,500,Delivered
SHP-0001261,PO-0026088,LANE-014461,Atlas Intermodal,2025-02-19,2025-02-21,2025-02-20,200,Delivered
SHP-0001262,PO-0026801,LANE-005315,Continental Cargo,2025-04-25,2025-05-04,2025-05-07,50,Delivered
SHP-0001263,PO-0026141,LANE-010584,TransGlobal Freight,2025-06-14,,2025-07-14,1200,Delivered
SHP-0001264,PO-0025000,LANE-004670,Pacific Rim Shipping,2024-04-18,2024-05-14,,100,Delayed
SHP-0001265,PO-0014316,LANE-007423,EuroFreight Express,2024-08-22,2024-09-06,,300,In Transit
SHP-0001266,PO-0007760,LANE-010197,Meridian Logistics,2026-07-03,2026-07-14,2026-07-15,1200,Delivered
SHP-0001267,PO-0013583,LANE-008059,Ironhide Trucking,2026-01-01,2026-01-16,,100,Delayed
SHP-0001268,PO-0021165,LANE-005280,Meridian Logistics,2025-07-28,2025-08-28,,100,In Transit
SHP-0001269,PO-0004218,LANE-013018,Pacific Rim Shipping,2024-10-05,2024-10-09,2024-10-06,200,Delivered
SHP-0001270,PO-0019993,LANE-015225,Atlas Intermodal,2025-02-05,2025-03-04,2025-03-07,200,Delivered
SHP-0001271,PO-0006148,LANE-007811,TransGlobal Freight,2025-09-08,2025-09-25,2025-09-24,1200,Delivered
SHP-0001272,PO-0017604,LANE-001868,Ironhide Trucking,2026-01-21,2026-01-30,2026-01-28,100,Delivered
SHP-0001273,PO-0006057,LANE-014563,Ironhide Trucking,2025-08-10,2025-08-15,2025-08-14,800,Delivered
SHP-0001274,PO-0001258,LANE-000893,Ironhide Trucking,2026-07-28,,2026-08-01,100,Delivered
SHP-0001275,PO-0017120,LANE-014514,Continental Cargo,2026-04-16,2026-04-28,2026-04-28,200,Delivered
SHP-0001276,PO-0022788,LANE-011006,Atlas Intermodal,2025-03-23,2025-03-28,2025-03-25,500,Delivered
SHP-0001277,PO-0008664,LANE-001414,Continental Cargo,2024-12-29,2025-01-03,2025-01-06,800,Delivered
SHP-0001278,PO-0019747,LANE-015279,BlueLine Transport,2025-01-20,2025-01-30,2025-01-30,500,Delivered
SHP-0001279,PO-0015804,LANE-001373,Meridian Logistics,2024-05-16,2024-05-28,,50,In Transit
SHP-0001280,PO-0024813,LANE-006702,EuroFreight Express,2026-04-12,2026-05-12,,200,Delayed
SHP-0001281,PO-0015201,LANE-014700,Meridian Logistics,2024-12-26,2024-12-28,2024-12-27,300,Delivered
SHP-0001282,PO-0011716,LANE-004373,Continental Cargo,2025-10-12,2025-11-10,2025-11-07,500,Delivered
SHP-0001283,PO-0022553,LANE-006505,TransGlobal Freight,2024-11-05,2024-11-09,2024-11-10,100,Delivered
SHP-0001284,PO-0006341,LANE-000758,Continental Cargo,2026-01-06,2026-01-08,,100,Delayed
SHP-0001285,PO-0023514,LANE-011962,Pacific Rim Shipping,2025-03-19,2025-03-22,2025-03-21,300,Delivered
SHP-0001286,PO-0005487,LANE-008153,Atlas Intermodal,2024-05-01,2024-05-12,2024-05-09,100,Delivered
SHP-0001287,PO-0011796,LANE-007656,Ironhide Trucking,2024-10-31,2024-11-04,2024-11-04,100,Delivered
SHP-0001288,PO-0017039,LANE-008815,BlueLine Transport,2025-03-16,2025-03-29,2025-04-01,500,Delivered
SHP-0001289,PO-0004328,LANE-012108,Continental Cargo,2024-04-18,2024-05-13,2024-05-14,50,Delivered
SHP-0001290,PO-0004310,LANE-008039,TransGlobal Freight,2025-06-25,2025-06-28,2025-06-27,300,Delivered
SHP-0001291,PO-0020345,LANE-002320,EuroFreight Express,2024-01-19,2024-01-24,2024-01-21,100,Delivered
SHP-0001292,PO-0017223,LANE-012128,TransGlobal Freight,2024-12-03,2024-12-05,2024-12-03,300,Delivered
SHP-0001293,PO-0026237,LANE-013398,Pacific Rim Shipping,2024-10-04,2024-10-09,2024-10-06,1200,Delivered
SHP-0001294,PO-0009266,LANE-015129,EuroFreight Express,2024-08-05,2024-08-08,,200,In Transit
SHP-0001295,PO-0014449,LANE-007313,Continental Cargo,2024-09-24,2024-09-26,,800,In Transit
SHP-0001296,PO-0005963,LANE-007491,TransGlobal Freight,2025-01-01,2025-01-07,2025-01-10,500,Delivered
SHP-0001297,PO-0005244,LANE-001649,TransGlobal Freight,2026-02-15,,,100,Delayed
SHP-0001298,PO-0021283,LANE-003088,Meridian Logistics,2024-08-08,2024-09-05,,300,Delayed
SHP-0001299,PO-0016863,LANE-005802,Ironhide Trucking,2026-05-30,2026-06-12,2026-06-11,200,Delivered
SHP-0001300,PO-0002244,LANE-013942,Continental Cargo,2025-06-26,2025-07-01,,800,Lost
SHP-0001301,PO-0007133,LANE-001548,Meridian Logistics,2024-10-06,2024-11-06,2024-11-04,300,Delivered
SHP-0001302,PO-0025037,LANE-012777,EuroFreight Express,2026-08-17,2026-08-22,2026-08-19,800,Delivered
SHP-0001303,PO-0022869,LANE-015606,,2025-05-11,2025-05-23,2025-05-21,500,Delivered
SHP-0001304,PO-0018893,LANE-006737,EuroFreight Express,2024-04-16,2024-04-21,2024-04-21,300,Delivered
SHP-0001305,PO-0012042,LANE-013260,TransGlobal Freight,2024-02-05,2024-03-06,2024-03-05,300,Delivered
SHP-0001306,PO-0007772,LANE-001487,TransGlobal Freight,2025-10-04,2025-10-07,2025-10-04,800,Delivered
SHP-0001307,PO-0025517,LANE-006069,BlueLine Transport,2025-08-29,2025-08-30,,50,In Transit
SHP-0001308,PO-0019970,LANE-002778,TransGlobal Freight,2025-08-03,2025-08-08,2025-08-05,500,Delivered
SHP-0001309,PO-0003541,LANE-014701,EuroFreight Express,2025-08-20,2025-08-23,2025-08-21,50,Delivered
SHP-0001310,PO-0013792,LANE-001639,Pacific Rim Shipping,2025-09-29,2025-10-31,2025-10-30,300,Delivered
SHP-0001311,PO-0026331,LANE-011051,EuroFreight Express,2026-08-21,2026-09-17,2026-09-15,500,Delivered
SHP-0001312,PO-0004355,LANE-003973,Meridian Logistics,2025-05-14,2025-06-08,,800,In Transit
SHP-0001313,PO-0003593,LANE-001820,Pacific Rim Shipping,2026-04-14,2026-05-14,2026-05-15,800,Delivered
SHP-0001314,PO-0022996,LANE-015576,Continental Cargo,2025-06-27,2025-06-29,2025-07-02,300,Delivered
SHP-0001315,PO-0022362,LANE-013185,Atlas Intermodal,2026-08-04,2026-08-28,2026-08-27,200,Delivered
SHP-0001316,PO-0015074,LANE-011414,Pacific Rim Shipping,2026-04-14,2026-04-15,2026-04-16,50,Delivered
SHP-0001317,PO-0023181,LANE-003448,,2025-08-10,2025-08-14,2025-08-17,1200,Delivered
SHP-0001318,PO-0023876,LANE-011146,Pacific Rim Shipping,2024-09-23,2024-10-25,2024-10-27,100,Delivered
SHP-0001319,PO-0023838,LANE-006315,Continental Cargo,2024-11-07,2024-11-10,2024-11-11,100,Delivered
SHP-0001320,PO-0023879,LANE-004836,Atlas Intermodal,2024-12-21,2025-01-02,2025-01-03,300,Delivered
SHP-0001321,PO-0020257,LANE-015105,BlueLine Transport,2025-01-26,2025-02-17,2025-02-15,300,Delivered
SHP-0001322,PO-0009913,LANE-001161,Pacific Rim Shipping,2025-05-26,2025-06-21,,800,Delayed
SHP-0001323,PO-0003018,LANE-000392,Continental Cargo,2026-02-28,2026-03-12,2026-03-14,300,Delivered
SHP-0001324,PO-0023639,LANE-004203,BlueLine Transport,2025-01-09,2025-01-20,2025-01-22,100,Delivered
SHP-0001325,PO-0019712,LANE-007984,EuroFreight Express,2025-04-27,2025-05-01,2025-05-04,1200,Delivered
SHP-0001326,PO-0020030,LANE-009295,Ironhide Trucking,2026-07-31,2026-09-01,2026-09-03,200,Delivered
SHP-0001327,PO-0000370,LANE-004756,Pacific Rim Shipping,2025-03-29,2025-04-26,2025-04-27,800,Delivered
SHP-0001328,PO-0010298,LANE-014067,Atlas Intermodal,2024-10-16,2024-10-18,2024-10-18,50,Delivered
SHP-0001329,PO-0021116,LANE-008560,Continental Cargo,2024-02-16,2024-02-20,2024-02-19,50,Delivered
SHP-0001330,PO-0025324,LANE-016642,Meridian Logistics,2025-11-10,2025-11-12,2025-11-13,200,Delivered
SHP-0001331,PO-0018604,LANE-001203,TransGlobal Freight,2024-06-15,2024-06-26,2024-06-23,50,Delivered
SHP-0001332,PO-0000332,LANE-011619,BlueLine Transport,2024-02-29,2024-03-04,2024-03-05,1200,Delivered
SHP-0001333,PO-0013018,LANE-015185,Meridian Logistics,2026-07-12,2026-07-16,2026-07-19,50,Delivered
SHP-0001334,PO-0020457,LANE-006410,Meridian Logistics,2024-03-25,2024-03-30,2024-04-01,300,Delivered
SHP-0001335,PO-0009579,LANE-001411,Pacific Rim Shipping,2025-12-05,2025-12-09,2025-12-08,500,Delivered
SHP-0001336,PO-0001752,LANE-008082,Atlas Intermodal,2025-10-15,2025-11-12,2025-11-13,300,Delivered
SHP-0001337,PO-0017547,LANE-003713,Ironhide Trucking,2024-08-22,2024-08-25,2024-08-22,100,Delivered
SHP-0001338,PO-0000095,LANE-001968,Atlas Intermodal,2025-02-13,2025-03-13,2025-03-14,800,Delivered
SHP-0001339,PO-0012588,LANE-015688,Meridian Logistics,2024-05-16,2024-05-30,,200,In Transit
SHP-0001340,PO-0002422,LANE-013105,,2025-09-02,2025-09-13,2025-09-15,300,Delivered
SHP-0001341,PO-0013360,LANE-005728,Ironhide Trucking,2024-07-25,2024-08-23,,300,In Transit
SHP-0001342,PO-0026429,LANE-004331,,2026-02-19,2026-02-24,2026-02-26,800,Delivered
SHP-0001343,PO-0010071,LANE-015087,Atlas Intermodal,2024-11-14,2024-11-27,2024-11-26,300,Delivered
SHP-0001344,PO-0021110,LANE-002280,TransGlobal Freight,2025-08-30,2025-09-10,2025-09-12,300,Delivered
SHP-0001345,PO-0016982,LANE-015440,Atlas Intermodal,2026-06-25,2026-07-06,,500,In Transit
SHP-0001346,PO-0009464,LANE-008963,,2024-03-10,2024-03-13,2024-03-11,200,Delivered
SHP-0001347,PO-0009316,LANE-000233,Atlas Intermodal,2024-12-03,2024-12-14,2024-12-15,300,Delivered
SHP-0001348,PO-0010428,LANE-004863,TransGlobal Freight,2024-12-23,2024-12-26,2024-12-27,100,Delivered
SHP-0001349,PO-0014146,LANE-015305,Ironhide Trucking,2025-11-25,2025-12-16,2025-12-15,50,Delivered
SHP-0001350,PO-0010433,LANE-002193,Pacific Rim Shipping,2026-05-15,2026-05-19,,200,Lost
SHP-0001351,PO-0012182,LANE-004167,Atlas Intermodal,2026-02-28,2026-03-02,,800,In Transit
SHP-0001352,PO-0003288,LANE-013206,EuroFreight Express,2024-11-23,2024-11-26,2024-11-28,1200,Delivered
SHP-0001353,PO-0020698,LANE-010052,Meridian Logistics,2026-06-26,2026-07-10,,1200,Delayed
SHP-0001354,PO-0000107,LANE-010052,TransGlobal Freight,2026-07-21,2026-08-04,2026-08-03,800,Delivered
SHP-0001355,PO-0011055,LANE-009372,EuroFreight Express,2025-06-15,2025-07-10,2025-07-12,100,Delivered
SHP-0001356,PO-0009532,LANE-002139,TransGlobal Freight,2026-04-14,2026-04-22,2026-04-22,100,Delivered
SHP-0001357,PO-0016488,LANE-009719,Ironhide Trucking,2024-03-09,,2024-03-16,50,Delivered
SHP-0001358,PO-0002558,LANE-011717,BlueLine Transport,2025-06-11,2025-06-13,2025-06-15,50,Delivered
SHP-0001359,PO-0019272,LANE-013155,Pacific Rim Shipping,2026-05-01,2026-05-06,2026-05-09,50,Partial
SHP-0001360,PO-0010045,LANE-015680,,2026-01-29,2026-02-02,,50,In Transit
SHP-0001361,PO-0008167,LANE-014998,EuroFreight Express,2026-04-22,2026-05-04,,100,Delayed
SHP-0001362,PO-0023338,LANE-014979,Continental Cargo,2024-06-12,2024-06-16,,300,In Transit
SHP-0001363,PO-0015604,LANE-004232,EuroFreight Express,2025-05-01,2025-06-01,2025-06-01,500,Delivered
SHP-0001364,PO-0011311,LANE-015766,Pacific Rim Shipping,2026-01-21,2026-01-26,,200,Delayed
SHP-0001365,PO-0002064,LANE-003229,,2025-01-25,2025-01-30,,800,In Transit
SHP-0001366,PO-0024532,LANE-016294,BlueLine Transport,2024-05-06,2024-06-01,,800,In Transit
SHP-0001367,PO-0012342,LANE-014845,EuroFreight Express,2025-06-14,2025-06-26,2025-06-26,200,Delivered
SHP-0001368,PO-0020195,LANE-013320,Atlas Intermodal,2026-04-10,2026-04-23,2026-04-25,800,Delivered
SHP-0001369,PO-0002469,LANE-005674,Continental Cargo,2025-06-20,2025-06-23,2025-06-22,100,Delivered
SHP-0001370,PO-0003680,LANE-013055,Pacific Rim Shipping,2025-04-21,2025-05-21,2025-05-22,300,Delivered
SHP-0001371,PO-0023163,LANE-007133,TransGlobal Freight,2025-05-05,2025-05-28,2025-05-31,800,Delivered
SHP-0001372,PO-0008109,LANE-009161,Pacific Rim Shipping,2026-02-22,2026-03-15,2026-03-12,50,Delivered
SHP-0001373,PO-0003427,LANE-000956,EuroFreight Express,2024-06-04,2024-06-08,2024-06-11,200,Delivered
SHP-0001374,PO-0008508,LANE-007546,Ironhide Trucking,2026-02-27,2026-03-25,,300,In Transit
SHP-0001375,PO-0013029,LANE-011064,Ironhide Trucking,2025-11-02,2025-11-26,2025-11-28,800,Delivered
SHP-0001376,PO-0006824,LANE-000823,Ironhide Trucking,2024-04-09,2024-04-23,2024-04-21,1200,Delivered
SHP-0001377,PO-0008087,LANE-010693,Pacific Rim Shipping,2025-07-11,2025-07-13,2025-07-11,1200,Delivered
SHP-0001378,PO-0021092,LANE-011980,EuroFreight Express,2026-07-30,2026-08-04,2026-08-01,200,Delivered
SHP-0001379,PO-0005342,LANE-011922,EuroFreight Express,2024-10-04,2024-10-16,2024-10-16,200,Partial
SHP-0001380,PO-0002803,LANE-009971,Continental Cargo,2024-05-11,2024-05-20,2024-05-23,300,Delivered
SHP-0001381,PO-0002810,LANE-001195,Atlas Intermodal,2026-06-08,2026-06-21,2026-06-22,500,Delivered
SHP-0001382,PO-0011813,LANE-013031,Atlas Intermodal,2024-03-30,2024-04-13,2024-04-11,50,Delivered
SHP-0001383,PO-0017392,LANE-014124,EuroFreight Express,2026-04-22,2026-05-02,,50,In Transit
SHP-0001384,PO-0014625,LANE-005697,EuroFreight Express,2026-05-26,2026-05-30,,50,In Transit
SHP-0001385,PO-0014780,LANE-001872,Pacific Rim Shipping,2026-02-16,2026-03-14,2026-03-11,300,Delivered
SHP-0001386,PO-0014358,LANE-010089,EuroFreight Express,2025-07-12,2025-07-17,2025-07-16,1200,Delivered
SHP-0001387,PO-0001127,LANE-004688,BlueLine Transport,2024-03-30,2024-04-01,,800,Delayed
SHP-0001388,PO-0020592,LANE-005931,Continental Cargo,2024-04-18,2024-04-22,2024-04-19,50,Delivered
SHP-0001389,PO-0018150,LANE-002209,Atlas Intermodal,2025-04-23,2025-05-09,2025-05-06,50,Delivered
SHP-0001390,PO-0006546,LANE-010406,Pacific Rim Shipping,2025-11-21,2025-11-24,,200,Delayed
SHP-0001391,PO-0009748,LANE-012521,Pacific Rim Shipping,2024-02-05,2024-02-06,2024-02-04,300,Delivered
SHP-0001392,PO-0000797,LANE-011956,TransGlobal Freight,2024-12-30,2025-01-01,2025-01-02,50,Delivered
SHP-0001393,PO-0005177,LANE-007115,TransGlobal Freight,2026-08-07,2026-08-16,2026-08-17,500,Delivered
SHP-0001394,PO-0010813,LANE-015174,Meridian Logistics,2024-06-13,2024-07-09,2024-07-09,100,Delivered
SHP-0001395,PO-0001052,LANE-013709,EuroFreight Express,2025-04-01,2025-04-10,2025-04-12,500,Delivered
SHP-0001396,PO-0013963,LANE-011207,Ironhide Trucking,2024-01-16,2024-01-27,,800,In Transit
SHP-0001397,PO-0013368,LANE-002560,Continental Cargo,2024-07-05,2024-07-19,2024-07-20,200,Delivered
SHP-0001398,PO-0013668,LANE-013892,Atlas Intermodal,2025-08-27,2025-09-05,2025-09-05,500,Delivered
SHP-0001399,PO-0024954,LANE-004897,Pacific Rim Shipping,2024-10-06,2024-10-10,,200,Delayed
SHP-0001400,PO-0003017,LANE-010605,EuroFreight Express,2025-02-08,2025-02-11,2025-02-14,800,Delivered
SHP-0001401,PO-0025423,LANE-014056,Atlas Intermodal,2025-04-03,2025-05-05,,1200,In Transit
SHP-0001402,PO-0014227,LANE-008804,Atlas Intermodal,2024-04-08,2024-04-22,2024-04-24,500,Delivered
SHP-0001403,PO-0023706,LANE-007226,TransGlobal Freight,2024-06-19,2024-07-18,2024-07-19,100,Delivered
SHP-0001404,PO-0013306,LANE-007535,EuroFreight Express,2025-05-19,2025-06-18,2025-06-16,100,Delivered
SHP-0001405,PO-0004572,LANE-010015,BlueLine Transport,2026-02-22,2026-02-26,,1200,In Transit
SHP-0001406,PO-0004275,LANE-002789,EuroFreight Express,2024-01-26,2024-01-29,2024-01-31,50,Delivered
SHP-0001407,PO-0008061,LANE-010787,Ironhide Trucking,2024-04-11,2024-04-13,,1200,In Transit
SHP-0001408,PO-0012350,LANE-001965,Atlas Intermodal,2025-09-22,2025-10-23,2025-10-22,50,Delivered
SHP-0001409,PO-0022318,LANE-015401,Continental Cargo,2024-05-31,2024-06-04,2024-06-07,100,Delivered
SHP-0001410,PO-0002989,LANE-005345,Meridian Logistics,2025-07-12,2025-07-15,2025-07-18,50,Delivered
SHP-0001411,PO-0025576,LANE-009555,EuroFreight Express,2025-06-25,2025-06-30,,200,In Transit
SHP-0001412,PO-0021064,LANE-003061,TransGlobal Freight,2024-02-08,2024-02-19,2024-02-19,300,Delivered
SHP-0001413,PO-0024512,LANE-007654,EuroFreight Express,2025-02-11,2025-02-15,2025-02-13,300,Delivered
SHP-0001414,PO-0012413,LANE-011142,Continental Cargo,2024-02-26,2024-03-23,2024-03-25,100,Delivered
SHP-0001415,PO-0020578,LANE-010510,Atlas Intermodal,2025-12-30,2026-01-10,2026-01-08,300,Delivered
SHP-0001416,PO-0017330,LANE-013606,Pacific Rim Shipping,2025-05-19,2025-05-21,2025-05-21,300,Delivered
SHP-0001417,PO-0023798,LANE-016660,EuroFreight Express,2025-10-21,2025-10-25,2025-10-23,500,Delivered
SHP-0001418,PO-0006844,LANE-002448,Pacific Rim Shipping,2025-10-19,2025-11-13,2025-11-10,1200,Delivered
SHP-0001419,PO-0015740,LANE-006518,Meridian Logistics,2024-10-04,,2024-10-13,200,Delivered
SHP-0001420,PO-0008019,LANE-010178,BlueLine Transport,2024-10-09,2024-10-14,2024-10-12,300,Delivered
SHP-0001421,PO-0004454,LANE-010210,TransGlobal Freight,2025-10-02,2025-10-26,,1200,In Transit
SHP-0001422,PO-0022320,LANE-008090,Atlas Intermodal,2025-08-20,2025-09-21,2025-09-22,300,Delivered
SHP-0001423,PO-0005316,LANE-001724,EuroFreight Express,2024-01-11,2024-02-10,2024-02-08,200,Delivered
SHP-0001424,PO-0015448,LANE-005433,Atlas Intermodal,2025-07-08,2025-07-12,2025-07-11,200,Delivered
SHP-0001425,PO-0014223,LANE-008053,EuroFreight Express,2024-03-05,2024-03-14,2024-03-18,200,Partial
SHP-0001426,PO-0021169,LANE-011707,Ironhide Trucking,2024-07-21,2024-07-24,2024-07-23,100,Delivered
SHP-0001427,PO-0014592,LANE-016545,BlueLine Transport,2025-07-01,2025-07-04,2025-07-04,500,Delivered
SHP-0001428,PO-0006288,LANE-004411,EuroFreight Express,2024-07-23,2024-07-26,,800,In Transit
SHP-0001429,PO-0009920,LANE-003330,BlueLine Transport,2026-04-19,2026-04-28,2026-04-28,200,Delivered
SHP-0001430,PO-0019646,LANE-006760,Pacific Rim Shipping,2026-05-27,2026-06-07,2026-06-09,300,Delivered
SHP-0001431,PO-0004166,LANE-000680,Continental Cargo,2025-01-28,2025-01-30,2025-01-27,800,Delivered
SHP-0001432,PO-0003618,LANE-006234,Meridian Logistics,2025-12-22,2025-12-25,,100,In Transit
SHP-0001433,PO-0021653,LANE-005510,TransGlobal Freight,2024-12-05,2024-12-09,2024-12-11,200,Delivered
SHP-0001434,PO-0019375,LANE-008812,Continental Cargo,2024-02-10,2024-02-21,2024-02-21,1200,Delivered
SHP-0001435,PO-0023586,LANE-016550,BlueLine Transport,2024-10-31,2024-11-02,2024-11-04,300,Delivered
SHP-0001436,PO-0024829,LANE-011291,Pacific Rim Shipping,2024-01-19,2024-02-20,2024-02-23,500,Delivered
SHP-0001437,PO-0017875,LANE-009065,Continental Cargo,2024-07-15,2024-07-25,2024-07-26,50,Delivered
SHP-0001438,PO-0026018,LANE-000286,TransGlobal Freight,2025-03-18,2025-03-21,2025-03-23,800,Delivered
SHP-0001439,PO-0025524,LANE-011546,Pacific Rim Shipping,2024-12-24,2024-12-26,2024-12-28,500,Delivered
SHP-0001440,PO-0010555,LANE-015717,BlueLine Transport,2025-09-23,2025-10-27,2025-10-26,800,Delivered
SHP-0001441,PO-0021710,LANE-016131,TransGlobal Freight,2026-08-03,2026-08-30,,500,In Transit
SHP-0001442,PO-0007259,LANE-012476,EuroFreight Express,2025-09-12,2025-09-13,2025-09-14,500,Delivered
SHP-0001443,PO-0016010,LANE-004851,EuroFreight Express,2025-05-07,2025-06-05,2025-06-02,500,Delivered
SHP-0001444,PO-0006867,LANE-007826,Meridian Logistics,2025-11-22,2025-12-04,,500,Delayed
SHP-0001445,PO-0018498,LANE-006325,Meridian Logistics,2026-02-08,2026-02-10,2026-02-13,500,Delivered
SHP-0001446,PO-0026545,LANE-005676,BlueLine Transport,2026-06-30,2026-07-03,2026-07-03,100,Delivered
SHP-0001447,PO-0006079,LANE-000679,Ironhide Trucking,2024-04-25,2024-04-28,,50,Delayed
SHP-0001448,PO-0017458,LANE-015483,EuroFreight Express,2026-01-25,2026-01-27,,50,In Transit
SHP-0001449,PO-0010082,LANE-010358,Meridian Logistics,2024-08-15,2024-08-27,,200,In Transit
SHP-0001450,PO-0010074,LANE-012291,TransGlobal Freight,2025-07-16,2025-08-13,2025-08-13,1200,Delivered
SHP-0001451,PO-0009190,LANE-016490,Atlas Intermodal,2025-04-04,2025-04-09,2025-04-06,1200,Delivered
SHP-0001452,PO-0013628,LANE-016131,Ironhide Trucking,2024-06-29,2024-07-26,,300,In Transit
SHP-0001453,PO-0006146,LANE-011476,Ironhide Trucking,2025-11-01,2025-11-07,2025-11-08,50,Delivered
SHP-0001454,PO-0017024,LANE-015199,Pacific Rim Shipping,2024-04-09,2024-04-13,2024-04-15,100,Delivered
SHP-0001455,PO-0026015,LANE-009490,EuroFreight Express,2026-04-19,2026-04-25,,1200,Delayed
SHP-0001456,PO-0010829,LANE-003301,Meridian Logistics,2024-12-21,2024-12-23,,50,In Transit
SHP-0001457,PO-0015630,LANE-006022,BlueLine Transport,2025-04-22,2025-04-23,2025-04-25,800,Delivered
SHP-0001458,PO-0026451,LANE-008805,BlueLine Transport,2025-06-19,2025-06-29,,50,In Transit
SHP-0001459,PO-0012757,LANE-009178,Meridian Logistics,2025-11-14,2025-11-18,,50,In Transit
SHP-0001460,PO-0018563,LANE-009119,Continental Cargo,2025-05-07,2025-05-10,2025-05-11,100,Delivered
SHP-0001461,PO-0011376,LANE-005319,Meridian Logistics,2025-01-15,2025-01-25,2025-01-24,100,Delivered
