substitution_id,original_part_id,substitute_part_id,compatibility_scope,approval_status,approval_date,limited_compatibility_flag,compatibility_notes
SUB-005479,SC-874,SC-596,Baler,Approved,2023-07-29,False,
SUB-005480,SC-1171,SC-885,Tillage,Rejected,2024-04-24,False,
SUB-005481,SC-1171,SC-1062,Baler,Approved,2023-07-01,False,
SUB-005482,SC-1171,SC-1037,Planter,Approved,2024-08-08,False,
SUB-005483,SC-1171,SC-1339,Sprayer,Approved,,False,
SUB-005484,EC-540,EC-339,Sprayer,Approved with Limited Compatibility,2024-05-26,True,
SUB-005485,BR-888,BR-901,Tractor,Approved,2023-09-10,False,
SUB-005486,BR-888,BR-1246,Baler,Approved,2024-12-25,False,
SUB-005487,SC-230,SC-586,Combine,Approved with Limited Compatibility,2023-07-10,True,
SUB-005488,SC-230,SC-476,All Platforms,Approved with Limited Compatibility,,True,
SUB-005489,SC-230,SC-179,Planter,Approved with Limited Compatibility,2023-08-18,True,
SUB-005490,HY-1149,HY-649,Tractor,Pending,,False,
SUB-005491,EC-1198,EC-969,Planter,Approved with Limited Compatibility,2025-02-02,True,
SUB-005492,EC-1198,EC-264,Baler,Approved with Limited Compatibility,2024-11-07,True,
SUB-005493,EC-1198,EC-941,Sprayer,Approved with Limited Compatibility,2024-04-02,True,
SUB-005494,EC-1198,EC-892,Tillage,Approved,2025-06-27,False,
SUB-005495,BR-996,BR-922,Tillage,Approved,2024-02-22,False,
SUB-005496,BR-996,BR-1147,Sprayer,Approved,2023-01-04,False,
SUB-005497,BR-996,BR-982,All Platforms,Approved,2023-02-24,False,
SUB-005498,CB-889,CB-640,All Platforms,Approved,2024-11-03,False,
SUB-005499,CH-1329,CH-891,Sprayer,Pending,2024-12-17,False,
SUB-005500,CH-1329,CH-1128,Planter,Approved with Limited Compatibility,2025-06-12,True,
SUB-005501,CH-1329,CH-462,Harvester,Approved,2024-02-11,False,
SUB-005502,CH-1329,CH-753,Combine,Rejected,2023-06-18,False,
SUB-005503,CH-846,CH-1281,Tractor,Rejected,2024-03-11,False,
SUB-005504,CH-591,CH-699,Sprayer,Approved with Limited Compatibility,2023-09-28,True,
SUB-005505,CB-188,CB-1278,Harvester,Approved,2025-08-03,False,
SUB-005506,TR-1060,TR-333,Tillage,Rejected,2024-03-22,False,
SUB-005507,BR-1168,BR-1250,Tillage,Rejected,2023-08-22,False,
SUB-005508,EL-330,EL-110,Tractor,Approved,2024-06-23,False,
SUB-005509,EL-280,EL-901,Harvester,Approved,2023-01-13,False,
SUB-005510,EL-280,EL-779,All Platforms,Approved with Limited Compatibility,2025-07-22,True,
SUB-005511,EL-280,EL-305,Tractor,Approved with Limited Compatibility,2024-08-19,True,
SUB-005512,BR-155,BR-1065,Baler,Pending,2023-11-02,False,
SUB-005513,CH-993,CH-723,Harvester,Rejected,2024-04-28,False,
SUB-005514,CH-993,CH-598,All Platforms,Rejected,2024-03-15,False,
SUB-005515,EC-884,EC-527,Tractor,Approved with Limited Compatibility,2023-07-28,True,
SUB-005516,EC-884,EC-270,Harvester,Approved,2023-04-23,False,
SUB-005517,EC-884,EC-414,Sprayer,Rejected,2023-03-19,False,
SUB-005518,FT-312,FT-366,Tractor,Rejected,2023-08-26,False,
SUB-005519,FT-312,FT-246,Combine,Approved,,False,
SUB-005520,FT-312,FT-870,Harvester,Pending,2023-02-13,False,
SUB-005521,EL-888,EL-646,Tillage,Rejected,2024-01-08,False,
SUB-005522,EL-888,EL-410,Sprayer,Approved,2025-01-08,False,
SUB-005523,HY-1119,HY-726,Planter,Approved,2024-08-11,False,
SUB-005524,HY-1119,HY-441,Tractor,Approved with Limited Compatibility,2023-07-27,True,
SUB-005525,HY-1119,HY-621,Baler,Approved with Limited Compatibility,2025-09-01,True,
SUB-005526,HY-1119,HY-462,All Platforms,Approved with Limited Compatibility,2025-09-01,True,
SUB-005527,BR-1169,BR-306,Sprayer,Approved,2024-03-10,False,
SUB-005528,BR-1169,BR-756,All Platforms,Approved with Limited Compatibility,2023-10-06,True,
SUB-005529,BR-1169,BR-469,Baler,Approved with Limited Compatibility,2025-06-29,True,
SUB-005530,FL-1137,FL-1153,All Platforms,Pending,2024-10-22,False,
SUB-005531,FL-1137,FL-167,Baler,Approved,2023-09-28,False,
SUB-005532,HY-885,HY-1226,Harvester,Approved,2023-09-08,False,
SUB-005533,TR-886,TR-1334,Sprayer,Approved with Limited Compatibility,2025-04-22,True,
SUB-005534,FL-329,FL-950,Tractor,Approved,2025-02-09,False,
SUB-005535,FL-329,FL-289,Baler,Approved,2024-04-22,False,
SUB-005536,SC-144,SC-1014,Combine,Approved,2024-04-30,False,
SUB-005537,BR-1255,BR-117,Sprayer,Approved,2025-06-15,False,
SUB-005538,BR-1255,BR-260,Harvester,Approved with Limited Compatibility,2025-07-22,True,
SUB-005539,BR-1255,BR-511,Sprayer,Approved with Limited Compatibility,2025-09-25,True,
SUB-005540,TR-1331,TR-506,All Platforms,Pending,2023-06-06,False,
SUB-005541,EC-661,EC-1180,Baler,Approved,2024-02-29,False,
SUB-005542,TR-1185,TR-409,Tractor,Approved with Limited Compatibility,,True,
SUB-005543,TR-1185,TR-1138,All Platforms,Approved,2024-05-15,False,
SUB-005544,CB-730,CB-356,All Platforms,Approved,2024-12-02,False,
SUB-005545,CB-730,CB-645,Baler,Approved,2024-12-28,False,
SUB-005546,FT-1310,FT-1247,Tractor,Approved,2023-08-21,False,
SUB-005547,EL-637,EL-771,Combine,Approved,2025-02-03,False,
SUB-005548,CH-916,CH-1349,Planter,Approved,2023-12-27,False,
SUB-005549,BR-193,BR-478,Sprayer,Approved with Limited Compatibility,2023-05-23,True,
SUB-005550,BR-405,BR-253,Combine,Approved,,False,
SUB-005551,BR-405,BR-932,Sprayer,Pending,2024-01-11,False,
SUB-005552,FL-774,FL-1114,Tillage,Pending,2023-01-16,False,
SUB-005553,FL-774,FL-1279,Baler,Rejected,2025-03-23,False,
SUB-005554,EC-734,EC-374,Baler,Approved,2025-04-06,False,
SUB-005555,EC-761,EC-861,Baler,Approved with Limited Compatibility,2023-11-04,True,
SUB-005556,EC-761,EC-201,Tillage,Approved with Limited Compatibility,2025-05-05,True,
SUB-005557,EL-1192,EL-1087,Sprayer,Approved with Limited Compatibility,2023-01-22,True,
SUB-005558,EL-1192,EL-975,Tractor,Approved with Limited Compatibility,2025-09-02,True,
SUB-005559,FL-696,FL-527,Baler,Approved with Limited Compatibility,2025-04-22,True,
SUB-005560,FL-696,FL-663,Sprayer,Pending,2023-10-16,False,
SUB-005561,EN-591,EN-472,Harvester,Pending,2024-09-15,False,
SUB-005562,EN-591,EN-697,Tractor,Approved with Limited Compatibility,2023-01-08,True,
SUB-005563,BR-429,BR-598,All Platforms,Rejected,2023-04-21,False,
SUB-005564,BR-429,BR-1331,Planter,Approved with Limited Compatibility,2024-09-04,True,
SUB-005565,BR-1172,BR-225,Baler,Pending,2023-10-09,False,
SUB-005566,EN-1027,EN-790,Combine,Approved with Limited Compatibility,2023-12-27,True,
SUB-005567,EL-443,EL-1145,Tillage,Approved with Limited Compatibility,2023-07-07,True,
SUB-005568,BR-1109,BR-474,Planter,Approved with Limited Compatibility,2025-01-24,True,
SUB-005569,BR-1109,BR-1309,Tractor,Approved,2024-02-09,False,
SUB-005570,BR-1109,BR-1345,Baler,Approved,2025-06-25,False,
SUB-005571,BR-1109,BR-990,Tillage,Approved,,False,
SUB-005572,FT-417,FT-115,Combine,Approved with Limited Compatibility,2024-01-19,True,
SUB-005573,FT-417,FT-263,Combine,Approved,2025-04-26,False,
SUB-005574,FT-417,FT-865,Sprayer,Rejected,,False,
SUB-005575,CH-477,CH-991,Tillage,Pending,2024-05-17,False,
SUB-005576,CH-477,CH-1027,Tractor,Approved,2024-08-21,False,
SUB-005577,CH-477,CH-967,Combine,Approved with Limited Compatibility,2023-04-01,True,
SUB-005578,CH-477,CH-1316,Combine,Approved with Limited Compatibility,2025-08-03,True,
SUB-005579,FT-1294,FT-594,Planter,Approved,2025-08-02,False,
SUB-005580,FT-1294,FT-1108,Planter,Pending,2023-10-05,False,
SUB-005581,EN-331,EN-766,Baler,Rejected,2024-02-22,False,
SUB-005582,EN-331,EN-490,Tillage,Approved,2024-01-16,False,
SUB-005583,EN-331,EN-649,Planter,Approved with Limited Compatibility,2025-03-20,True,
SUB-005584,EN-331,EN-1295,Harvester,Approved,2025-02-22,False,
SUB-005585,HY-390,HY-590,All Platforms,Rejected,2023-07-31,False,
SUB-005586,SC-1254,SC-183,Combine,Pending,2024-02-12,False,
SUB-005587,SC-1254,SC-736,All Platforms,Approved,2023-07-21,False,
SUB-005588,BR-763,BR-1158,Planter,Approved,2025-02-03,False,
SUB-005589,TR-1052,TR-1320,Tractor,Approved,2024-01-01,False,
SUB-005590,TR-1052,TR-849,Sprayer,Approved,2025-09-04,False,
SUB-005591,TR-1052,TR-1176,Baler,Approved,2023-02-01,False,
SUB-005592,TR-1052,TR-791,All Platforms,Approved,,False,
SUB-005593,EN-474,EN-465,Tillage,Approved,2023-11-24,False,
SUB-005594,EN-474,EN-296,Combine,Approved,2024-04-29,False,
SUB-005595,CH-1205,CH-1321,Sprayer,Approved,2025-04-14,False,
SUB-005596,CH-1205,CH-103,Baler,Approved,2024-03-10,False,
SUB-005597,FL-1320,FL-900,Harvester,Approved,2025-07-19,False,
SUB-005598,EC-353,EC-1288,Combine,Approved with Limited Compatibility,2024-08-19,True,
SUB-005599,EC-353,EC-900,Sprayer,Pending,2025-05-13,False,
SUB-005600,CB-1127,CB-697,All Platforms,Approved with Limited Compatibility,2024-03-01,True,
SUB-005601,CB-1127,CB-1304,Combine,Approved with Limited Compatibility,2023-05-12,True,
SUB-005602,CH-483,CH-1054,Harvester,Approved with Limited Compatibility,2023-06-06,True,
SUB-005603,ST-265,ST-1174,Tractor,Pending,2025-02-17,False,
SUB-005604,ST-265,ST-133,All Platforms,Approved with Limited Compatibility,2023-02-06,True,
SUB-005605,ST-265,ST-1100,Tillage,Approved with Limited Compatibility,2023-02-06,True,
SUB-005606,FT-562,FT-253,Tractor,Approved,2025-05-26,False,
SUB-005607,FT-562,FT-556,Tillage,Approved,2025-03-13,False,
SUB-005608,CB-1244,CB-1251,All Platforms,Approved,2024-10-29,False,
SUB-005609,CH-810,CH-112,Baler,Approved with Limited Compatibility,2024-03-31,True,
SUB-005610,CH-810,CH-202,Planter,Approved,2023-02-12,False,
SUB-005611,EC-254,EC-509,Sprayer,Approved,2023-05-12,False,
SUB-005612,EC-254,EC-1192,Combine,Approved with Limited Compatibility,2023-04-04,True,
SUB-005613,EC-254,EC-924,Combine,Approved,2023-01-03,False,
SUB-005614,FT-251,FT-493,Harvester,Approved,2023-05-03,False,
SUB-005615,FT-251,FT-385,Planter,Approved,,False,
SUB-005616,FT-251,FT-949,Tillage,Pending,2023-06-11,False,
SUB-005617,FT-251,FT-1253,Sprayer,Approved,2025-04-26,False,
SUB-005618,BR-347,BR-804,Combine,Pending,2023-04-05,False,
SUB-005619,BR-347,BR-204,All Platforms,Pending,2024-04-03,False,
SUB-005620,BR-347,BR-1254,Tillage,Approved,2025-04-04,False,
SUB-005621,EC-724,EC-937,Harvester,Approved,2024-06-07,False,
SUB-005622,EC-724,EC-533,Tillage,Approved,2023-07-10,False,
SUB-005623,FT-353,FT-1279,Tractor,Approved,2024-01-10,False,
SUB-005624,FT-353,FT-341,All Platforms,Approved with Limited Compatibility,2024-11-17,True,
SUB-005625,FT-353,FT-329,Baler,Approved,2023-09-14,False,
SUB-005626,FT-353,FT-854,Baler,Approved with Limited Compatibility,2023-10-14,True,
SUB-005627,BR-791,BR-774,Tillage,Approved,2023-12-29,False,
SUB-005628,BR-791,BR-382,Baler,Approved with Limited Compatibility,2025-06-24,True,
SUB-005629,BR-791,BR-642,Sprayer,Approved with Limited Compatibility,2023-11-01,True,
SUB-005630,BR-791,BR-560,Harvester,Approved,2025-03-09,False,
SUB-005631,ST-1006,ST-676,Planter,Pending,2024-06-12,False,
SUB-005632,CB-1342,CB-606,All Platforms,Approved,2024-09-07,False,
SUB-005633,CB-1342,CB-342,Harvester,Approved with Limited Compatibility,2023-06-26,True,
SUB-005634,CB-936,CB-1086,Combine,Approved with Limited Compatibility,2025-09-17,True,
SUB-005635,EN-744,EN-942,All Platforms,Approved,2025-06-19,False,
SUB-005636,EN-744,EN-239,Tractor,Approved with Limited Compatibility,2024-09-21,True,
SUB-005637,EN-412,EN-452,Tractor,Approved with Limited Compatibility,2024-09-08,True,
SUB-005638,EN-412,EN-1296,Baler,Approved,2024-12-14,False,
SUB-005639,EN-412,EN-466,Tillage,Approved with Limited Compatibility,2023-12-30,True,
SUB-005640,HY-1224,HY-1295,Combine,Approved,2025-02-03,False,
SUB-005641,HY-1224,HY-351,Combine,Approved,2023-02-28,False,
SUB-005642,EC-138,EC-660,All Platforms,Approved,2025-05-25,False,
SUB-005643,EC-1158,EC-426,Tillage,Approved with Limited Compatibility,,True,
SUB-005644,EC-1158,EC-984,Tillage,Approved,,False,
SUB-005645,EC-1158,EC-973,Baler,Approved,2024-02-24,False,
SUB-005646,SC-839,SC-1058,Tractor,Approved,2023-02-03,False,
SUB-005647,SC-839,SC-1188,Harvester,Approved,2025-04-21,False,
SUB-005648,SC-839,SC-772,Sprayer,Approved,2023-03-18,False,
SUB-005649,SC-839,SC-1226,Tillage,Approved,2024-02-20,False,
SUB-005650,FL-485,FL-182,Baler,Pending,2024-09-25,False,
SUB-005651,EL-579,EL-1062,Harvester,Approved with Limited Compatibility,2025-07-28,True,
SUB-005652,EL-579,EL-423,Tractor,Pending,2023-06-03,False,
SUB-005653,EL-579,EL-1208,Harvester,Approved,2023-01-26,False,
SUB-005654,BR-355,BR-1261,Sprayer,Rejected,2024-04-30,False,
SUB-005655,EL-335,EL-719,Tractor,Approved with Limited Compatibility,2024-11-15,True,
SUB-005656,HY-374,HY-1190,Tillage,Approved,2024-12-23,False,
SUB-005657,HY-374,HY-375,Tillage,Approved,2023-10-21,False,
SUB-005658,TR-275,TR-266,Harvester,Approved with Limited Compatibility,2024-06-02,True,
SUB-005659,TR-275,TR-978,Baler,Pending,2025-05-12,False,
SUB-005660,FL-618,FL-905,Combine,Pending,2023-10-13,False,
SUB-005661,FL-618,FL-1018,Tillage,Approved,2023-04-30,False,
SUB-005662,BR-196,BR-860,Baler,Approved,2025-02-16,False,
SUB-005663,BR-196,BR-1253,Combine,Approved,2024-07-04,False,
SUB-005664,BR-196,BR-832,Tillage,Rejected,2024-04-28,False,
SUB-005665,BR-196,BR-543,All Platforms,Rejected,2023-08-05,False,
SUB-005666,EN-1158,EN-508,Harvester,Approved,2025-02-26,False,
SUB-005667,SC-523,SC-956,Tillage,Rejected,2023-08-20,False,
SUB-005668,SC-523,SC-296,Tillage,Approved,2024-02-01,False,
SUB-005669,SC-523,SC-363,Planter,Pending,2024-02-17,False,
SUB-005670,CB-879,CB-911,Planter,Approved with Limited Compatibility,2024-12-12,True,
SUB-005671,CH-951,CH-299,Harvester,Pending,2025-02-24,False,
SUB-005672,CH-951,CH-812,Tractor,Approved with Limited Compatibility,2025-01-15,True,
SUB-005673,CH-951,CH-708,Combine,Approved,2024-03-28,False,
SUB-005674,HY-273,HY-915,Planter,Approved,2025-03-13,False,
SUB-005675,HY-273,HY-858,Tillage,Pending,2025-09-08,False,
SUB-005676,HY-273,HY-1211,Planter,Approved,2024-03-22,False,
SUB-005677,BR-827,BR-562,Sprayer,Approved with Limited Compatibility,2024-04-18,True,
SUB-005678,EL-909,EL-1148,Tractor,Approved,2023-10-24,False,
SUB-005679,TR-900,TR-759,Combine,Approved with Limited Compatibility,2025-07-11,True,
SUB-005680,HY-974,HY-404,Tillage,Approved,2024-01-29,False,
SUB-005681,EL-1004,EL-523,Harvester,Approved,2023-07-14,False,
SUB-005682,EL-1004,EL-1287,Sprayer,Approved with Limited Compatibility,2024-03-16,True,
SUB-005683,TR-466,TR-344,Tractor,Approved,2023-03-12,False,
SUB-005684,TR-466,TR-222,Baler,Approved with Limited Compatibility,2024-01-28,True,
SUB-005685,TR-466,TR-828,Tractor,Pending,2024-11-13,False,
SUB-005686,CH-1015,CH-932,Tillage,Approved,2023-12-17,False,
SUB-005687,CH-1015,CH-831,Planter,Approved with Limited Compatibility,2024-04-24,True,
SUB-005688,CH-1015,CH-747,Sprayer,Approved with Limited Compatibility,2023-07-12,True,
SUB-005689,TR-890,TR-949,Combine,Approved with Limited Compatibility,2025-08-31,True,
SUB-005690,TR-890,TR-725,Tillage,Pending,2024-08-03,False,
SUB-005691,TR-890,TR-122,All Platforms,Approved,2023-04-05,False,
SUB-005692,TR-890,TR-1159,Tractor,Approved with Limited Compatibility,2025-04-21,True,
SUB-005693,EL-341,EL-867,Tractor,Pending,2024-01-11,False,
SUB-005694,HY-572,HY-482,Planter,Approved,2025-04-02,False,
SUB-005695,ST-744,ST-876,Sprayer,Approved,2024-01-18,False,
SUB-005696,EN-178,EN-443,Baler,Rejected,2023-02-20,False,
SUB-005697,EN-178,EN-945,Tillage,Pending,2024-04-26,False,
SUB-005698,HY-484,HY-827,All Platforms,Approved,,False,
SUB-005699,HY-484,HY-772,Baler,Approved,2023-02-13,False,
SUB-005700,HY-484,HY-201,All Platforms,Pending,2025-09-12,False,
SUB-005701,FL-817,FL-939,Tillage,Approved with Limited Compatibility,2023-09-24,True,
SUB-005702,FL-817,FL-429,Sprayer,Approved with Limited Compatibility,,True,
SUB-005703,BR-678,BR-1017,Tillage,Approved,2023-09-26,False,
SUB-005704,HY-1235,HY-938,Planter,Approved with Limited Compatibility,2025-01-21,True,
SUB-005705,HY-1174,HY-614,Combine,Approved with Limited Compatibility,2025-07-16,True,
SUB-005706,HY-1174,HY-273,Sprayer,Approved with Limited Compatibility,2023-05-04,True,
SUB-005707,BR-407,BR-806,Baler,Pending,2025-01-19,False,
SUB-005708,SC-450,SC-930,Tillage,Approved,2025-02-14,False,
SUB-005709,SC-450,SC-1250,Tractor,Pending,2024-09-30,False,
SUB-005710,EN-848,EN-1210,Harvester,Approved,2023-12-01,False,
SUB-005711,EN-848,EN-302,Harvester,Approved with Limited Compatibility,2023-05-12,True,
SUB-005712,ST-1186,ST-1241,Baler,Rejected,2023-11-20,False,
SUB-005713,EL-1346,EL-1042,Planter,Approved,2025-08-01,False,
SUB-005714,EL-390,EL-598,Harvester,Pending,2025-05-17,False,
SUB-005715,SC-526,SC-1031,Combine,Approved with Limited Compatibility,2024-02-24,True,
SUB-005716,HY-1034,HY-990,Tillage,Approved,2024-06-17,False,
SUB-005717,HY-1034,HY-918,Tractor,Approved,2024-02-25,False,
SUB-005718,HY-1034,HY-392,Harvester,Rejected,2023-01-27,False,
SUB-005719,CH-460,CH-357,Harvester,Approved with Limited Compatibility,2025-01-04,True,
SUB-005720,CH-460,CH-120,Planter,Approved with Limited Compatibility,2023-05-10,True,
SUB-005721,BR-931,BR-1298,All Platforms,Rejected,2023-01-21,False,
SUB-005722,BR-931,BR-1299,Combine,Approved with Limited Compatibility,2025-03-08,True,
SUB-005723,SC-404,SC-299,All Platforms,Approved,2025-08-09,False,
SUB-005724,SC-404,SC-335,Harvester,Approved,2024-09-16,False,
SUB-005725,SC-404,SC-1145,Harvester,Pending,2024-10-01,False,
SUB-005726,EN-602,EN-767,All Platforms,Approved,2024-10-01,False,
SUB-005727,EL-609,EL-526,Combine,Approved,2023-11-08,False,
SUB-005728,EL-609,EL-810,Combine,Approved,2024-02-12,False,
SUB-005729,ST-570,ST-324,Sprayer,Pending,2025-04-03,False,
SUB-005730,ST-570,ST-299,All Platforms,Approved,2024-01-07,False,
SUB-005731,ST-570,ST-114,Tractor,Approved with Limited Compatibility,2025-01-20,True,
SUB-005732,ST-570,ST-1163,Baler,Pending,2024-08-28,False,
SUB-005733,CB-882,CB-501,Combine,Pending,2023-09-09,False,
SUB-005734,CB-882,CB-189,Harvester,Approved,2025-09-07,False,
SUB-005735,BR-262,BR-608,Combine,Approved,2023-07-15,False,
SUB-005736,BR-262,BR-680,Tractor,Approved,2024-12-16,False,
SUB-005737,BR-262,BR-504,Combine,Rejected,2025-09-11,False,
SUB-005738,CB-839,CB-419,Baler,Approved with Limited Compatibility,2024-08-09,True,
SUB-005739,CH-1102,CH-133,Tractor,Approved,2023-04-19,False,
SUB-005740,CB-840,CB-686,All Platforms,Approved,2023-03-12,False,
SUB-005741,CB-840,CB-1162,Harvester,Approved with Limited Compatibility,2025-02-25,True,
SUB-005742,CB-840,CB-547,All Platforms,Approved with Limited Compatibility,2024-06-14,True,
SUB-005743,CB-840,CB-646,Harvester,Rejected,2023-10-14,False,
SUB-005744,EN-864,EN-443,Tillage,Approved,2025-02-14,False,
SUB-005745,EN-864,EN-1111,Harvester,Approved,2023-06-24,False,
SUB-005746,EL-1240,EL-178,Combine,Approved,2024-03-11,False,
SUB-005747,EN-1297,EN-931,Planter,Approved,2024-02-20,False,
SUB-005748,SC-1172,SC-1213,Baler,Approved with Limited Compatibility,,True,
SUB-005749,SC-1172,SC-663,Combine,Approved with Limited Compatibility,2023-08-09,True,
SUB-005750,EL-144,EL-878,Planter,Approved,2025-08-30,False,
SUB-005751,EC-345,EC-1265,Harvester,Pending,2025-04-07,False,
SUB-005752,EC-345,EC-1219,Tillage,Approved,2024-06-27,False,
SUB-005753,SC-790,SC-1062,Tillage,Approved,2024-05-28,False,
SUB-005754,EL-613,EL-995,Combine,Approved,2025-01-07,False,
SUB-005755,EL-613,EL-440,Planter,Rejected,2024-02-27,False,
SUB-005756,EL-613,EL-1063,Tillage,Approved,2023-08-25,False,
SUB-005757,EL-613,EL-668,Combine,Approved,2025-01-30,False,
SUB-005758,CB-1294,CB-356,All Platforms,Rejected,2023-04-22,False,
SUB-005759,EC-132,EC-192,Harvester,Approved,2023-06-24,False,
SUB-005760,EC-132,EC-337,All Platforms,Approved with Limited Compatibility,2023-10-02,True,
SUB-005761,ST-1237,ST-332,Harvester,Approved with Limited Compatibility,2023-09-20,True,
SUB-005762,ST-1237,ST-631,Planter,Rejected,2025-05-09,False,
SUB-005763,ST-1237,ST-1130,Planter,Approved with Limited Compatibility,2023-11-12,True,
SUB-005764,EN-722,EN-700,Planter,Pending,2023-09-10,False,
SUB-005765,ST-1279,ST-385,Combine,Approved,2024-02-16,False,
SUB-005766,ST-1279,ST-546,Tillage,Approved with Limited Compatibility,2024-08-14,True,
SUB-005767,EL-1121,EL-384,Planter,Approved,2023-04-17,False,
SUB-005768,EC-777,EC-303,Planter,Approved,2025-06-23,False,
SUB-005769,FL-126,FL-414,Combine,Approved,2024-09-22,False,
SUB-005770,FL-126,FL-662,Planter,Approved with Limited Compatibility,2025-03-19,True,
SUB-005771,FL-126,FL-637,Harvester,Approved with Limited Compatibility,2025-06-25,True,
SUB-005772,EL-192,EL-1092,Tractor,Pending,2025-03-20,False,
SUB-005773,EL-192,EL-1299,Harvester,Pending,2024-10-26,False,
SUB-005774,EL-192,EL-792,Harvester,Approved,2023-09-21,False,
SUB-005775,HY-130,HY-415,Combine,Approved,2023-08-04,False,
SUB-005776,CB-693,CB-1020,Tillage,Approved with Limited Compatibility,2025-04-14,True,
SUB-005777,CB-693,CB-686,Tractor,Approved with Limited Compatibility,2025-05-29,True,
SUB-005778,CB-693,CB-314,All Platforms,Approved with Limited Compatibility,2024-04-08,True,
SUB-005779,TR-603,TR-444,Baler,Approved,2025-01-14,False,
SUB-005780,TR-603,TR-809,Harvester,Pending,2023-07-28,False,
SUB-005781,FT-1134,FT-1027,Combine,Pending,2024-12-14,False,
SUB-005782,FT-1134,FT-1333,Planter,Approved with Limited Compatibility,2023-11-24,True,
