lane_id,origin_country,destination_plant_id,mode,period,avg_lead_time_days,risk_score,cost_index
LANE-001742,Mexico,P11,Air,2025-04,3,Low,3.76
LANE-004747,Poland,P3,Rail,2026-05,8,Medium,0.89
LANE-014453,Czech Republic,P5,Ocean,2026-09,27,High,
LANE-005786,Brazil,P4,Truck,2026-10,4,High,
LANE-002028,Germany,P3,Ocean,2025-04,18,Medium,0.69
LANE-005318,Poland,P10,Rail,2026-04,8,Low,1.21
LANE-015132,Thailand,P2,Truck,2026-06,5,Medium,0.9
LANE-008039,South Korea,P8,Truck,2025-09,3,High,0.97
LANE-016509,United Kingdom,P7,Rail,2025-09,12,Medium,0.78
LANE-011581,Canada,P5,Rail,2025-09,13,Low,0.79
LANE-000096,United States,P2,Air,2025-08,1,Low,2.68
LANE-015180,Thailand,P2,Ocean,2026-10,28,Medium,0.56
LANE-002409,Germany,P9,Truck,2025-11,5,Medium,
LANE-009208,Italy,P10,Rail,2025-12,11,Medium,0.9
LANE-012473,France,P3,Air,2026-09,2,Medium,3.5
LANE-007256,Japan,P10,Truck,2026-06,4,High,1.52
LANE-010835,Vietnam,P7,Rail,2025-11,12,Low,0.73
LANE-013163,Spain,P1,Rail,2025-07,11,Medium,1.22
LANE-011995,Canada,P10,Rail,2025-05,14,Low,0.96
LANE-004238,India,P8,Ocean,2026-02,27,Low,
LANE-012230,Canada,P12,Air,2026-08,3,Medium,3.17
LANE-001406,Mexico,P7,Ocean,2026-08,22,Low,0.71
LANE-016149,United Kingdom,P3,Truck,2025-01,4,Low,1.54
LANE-005983,Brazil,P6,Ocean,2026-09,27,Low,0.69
LANE-002714,China,P1,Truck,2025-08,3,Low,
LANE-008116,South Korea,P8,Air,2026-08,3,Low,3.95
LANE-015260,Thailand,P4,Truck,2026-02,6,Low,1.45
LANE-007756,South Korea,P4,Ocean,2025-12,29,Medium,0.83
LANE-000947,Mexico,P2,Truck,2025-01,4,High,1.29
LANE-007631,South Korea,P2,Air,2026-07,2,Medium,3.27
LANE-004016,India,P6,Truck,2025-12,5,Low,0.96
LANE-007578,South Korea,P2,Rail,2025-10,13,Low,0.8
LANE-000070,United States,P2,Rail,2025-04,11,Low,0.79
LANE-014584,Czech Republic,P7,Rail,2026-08,9,Low,1.27
LANE-009477,Turkey,P2,Truck,2026-05,4,Medium,1.6
LANE-010169,Turkey,P11,Truck,2025-05,4,Low,0.91
LANE-010046,Turkey,P9,Rail,2026-02,12,Medium,1.19
LANE-005746,Brazil,P3,Air,2025-04,3,Medium,3.84
LANE-012964,France,P10,Rail,2025-06,14,Medium,1.08
LANE-007902,South Korea,P6,Rail,2025-04,11,Low,0.71
LANE-002366,Germany,P8,Ocean,2025-12,27,Medium,0.6
LANE-016239,United Kingdom,P4,Truck,2025-03,4,Medium,1.34
LANE-008612,Italy,P2,Ocean,2025-10,22,Low,0.65
LANE-008272,South Korea,P10,Ocean,2026-10,29,Low,0.87
LANE-003082,China,P5,Ocean,2025-02,27,Medium,0.77
LANE-005950,Brazil,P6,Rail,2025-10,10,Medium,0.88
LANE-010217,Turkey,P11,Ocean,2025-09,18,Low,0.74
LANE-011609,Canada,P5,Ocean,2026-03,25,Low,0.76
LANE-011999,Canada,P10,Rail,2025-09,9,Low,0.74
LANE-008629,Italy,P3,Truck,2025-05,4,Low,1.39
LANE-006497,Japan,P1,Truck,2025-07,6,Low,1.23
LANE-016393,United Kingdom,P5,Air,2025-03,2,Low,4.15
LANE-012246,France,P1,Truck,2026-02,5,Medium,1.47
LANE-002288,Germany,P7,Rail,2026-10,10,Low,
LANE-000626,United States,P9,Rail,2025-10,8,Low,0.97
LANE-003097,China,P5,Ocean,2026-05,32,Medium,0.81
LANE-013070,France,P12,Truck,2025-02,4,Medium,1.24
LANE-014454,Czech Republic,P5,Ocean,2026-10,35,High,0.57
LANE-015835,Thailand,P11,Truck,2026-05,5,High,0.9
LANE-015199,Thailand,P3,Truck,2026-07,4,Low,0.96
LANE-011491,Canada,P4,Rail,2025-07,11,Medium,1.09
LANE-016502,United Kingdom,P7,Rail,2025-02,9,Medium,0.64
LANE-009532,Turkey,P2,Air,2025-06,2,Medium,3.13
LANE-007359,Japan,P11,Rail,2025-11,10,High,
LANE-013286,Spain,P2,Air,2026-08,2,Low,3.95
LANE-008119,South Korea,P9,Truck,2025-01,4,Medium,1.16
LANE-003585,China,P12,Truck,2026-09,5,High,1.31
LANE-010564,Vietnam,P4,Rail,2025-04,13,Low,1.01
LANE-013167,Spain,P1,Rail,2025-11,11,Medium,1.1
LANE-005419,Poland,P12,Truck,2025-07,3,Low,0.95
LANE-007027,Japan,P7,Rail,2025-09,9,Low,0.78
LANE-015869,Thailand,P11,Ocean,2025-07,21,High,0.69
LANE-000497,United States,P7,Ocean,2026-01,32,Medium,0.73
LANE-011000,Vietnam,P9,Ocean,2026-10,24,Low,0.87
LANE-006231,Brazil,P9,Air,2025-05,2,Low,4.03
LANE-002121,Germany,P5,Truck,2025-09,2,Low,1.26
LANE-008565,Italy,P2,Truck,2025-07,3,Low,0.99
LANE-010048,Turkey,P9,Rail,2026-04,10,Medium,0.69
LANE-007958,South Korea,P6,Air,2026-04,2,Low,2.16
LANE-011832,Canada,P8,Rail,2026-06,10,Low,0.98
LANE-010986,Vietnam,P9,Ocean,2025-08,23,Low,0.47
LANE-004468,India,P12,Truck,2025-02,5,Medium,
LANE-001079,Mexico,P3,Ocean,2025-01,27,Medium,0.76
LANE-008487,Italy,P1,Truck,2026-05,5,Medium,0.85
LANE-009888,Turkey,P7,Truck,2025-10,4,High,1.36
LANE-006218,Brazil,P9,Ocean,2026-02,31,Low,0.82
LANE-005874,Brazil,P5,Rail,2026-10,11,Medium,1.01
LANE-008065,South Korea,P8,Rail,2026-01,13,High,1.08
LANE-014750,Czech Republic,P9,Rail,2025-10,10,Low,0.83
LANE-004761,Poland,P3,Ocean,2025-09,30,Medium,0.67
LANE-015622,Thailand,P8,Ocean,2025-02,27,Low,0.79
LANE-004520,India,P12,Ocean,2025-10,29,Low,0.63
LANE-000104,United States,P2,Air,2026-04,1,Low,3.5
LANE-001195,Mexico,P5,Rail,2025-07,13,Medium,1.18
LANE-005731,Brazil,P3,Ocean,2025-11,21,Medium,0.52
LANE-007898,South Korea,P6,Truck,2026-10,5,High,0.86
LANE-011826,Canada,P8,Rail,2025-12,10,Low,0.67
LANE-012221,Canada,P12,Air,2025-11,3,Medium,4.13
LANE-016172,United Kingdom,P3,Rail,2025-02,13,Low,0.88
LANE-010013,Turkey,P9,Truck,2025-03,4,High,0.92
LANE-004963,Poland,P5,Air,2026-01,2,Low,3.24
LANE-013620,Spain,P7,Truck,2025-02,4,Medium,0.87
LANE-001917,Germany,P2,Truck,2025-03,4,Low,1.08
LANE-001672,Mexico,P10,Air,2026-10,3,Low,2.52
LANE-002859,China,P2,Air,2026-09,2,Low,3.69
LANE-001772,Mexico,P12,Truck,2025-12,5,High,1.51
LANE-004308,India,P9,Air,2026-06,1,Medium,2.37
LANE-008434,South Korea,P12,Ocean,2025-08,25,Low,0.62
LANE-003782,India,P2,Ocean,2026-08,33,Low,0.67
LANE-010936,Vietnam,P9,Truck,2025-02,3,Medium,1.35
LANE-004060,India,P6,Ocean,2025-12,25,Medium,0.77
LANE-016608,United Kingdom,P8,Rail,2026-08,13,Medium,0.95
LANE-003974,India,P5,Ocean,2026-02,21,High,0.71
LANE-002963,China,P4,Truck,2026-03,6,Low,0.82
LANE-004870,Poland,P4,Air,2025-08,3,Medium,2.98
LANE-002303,Germany,P7,Ocean,2026-03,37,Medium,0.73
LANE-006054,Brazil,P7,Air,2025-04,1,High,3.26
LANE-001839,Germany,P1,Truck,2026-01,5,Low,1.27
LANE-005293,Poland,P10,Truck,2026-01,1,Medium,
LANE-002088,Germany,P4,Rail,2026-08,9,Low,1.03
LANE-009062,Italy,P8,Truck,2026-08,4,Low,1.25
LANE-008702,Italy,P3,Air,2025-12,3,High,3.39
LANE-015646,Thailand,P8,Air,2025-04,2,Low,2.99
LANE-012496,France,P4,Truck,2026-10,1,Low,1.16
LANE-006979,Japan,P6,Air,2025-05,3,Medium,2.35
LANE-002981,China,P4,Rail,2025-11,13,Medium,0.91
LANE-004511,India,P12,Ocean,2025-01,30,Low,0.54
LANE-009875,Turkey,P6,Air,2026-07,3,Low,3.22
LANE-006038,Brazil,P7,Rail,2025-10,8,Low,1.02
LANE-016404,United Kingdom,P5,Air,2026-02,3,Low,
LANE-008728,Italy,P4,Truck,2026-04,4,Medium,0.9
LANE-009970,Turkey,P8,Rail,2025-04,12,Low,0.92
LANE-004557,Poland,P1,Truck,2025-03,5,Medium,1.12
LANE-015022,Czech Republic,P12,Ocean,2026-06,27,Low,0.71
LANE-006968,Japan,P6,Ocean,2026-04,21,Low,0.6
LANE-006370,Brazil,P11,Rail,2025-12,11,Low,1.19
LANE-015808,Thailand,P10,Ocean,2025-12,28,Low,0.54
LANE-013117,France,P12,Ocean,2025-05,29,High,0.71
LANE-003235,China,P7,Rail,2025-01,10,Medium,0.88
LANE-000663,United States,P9,Air,2025-03,3,Low,4.16
LANE-006439,Brazil,P12,Rail,2026-03,11,Medium,1.11
LANE-005655,Brazil,P2,Air,2025-01,2,Low,4.05
LANE-011991,Canada,P10,Rail,2025-01,13,Low,
LANE-011962,Canada,P9,Air,2026-04,3,Medium,2.9
LANE-006815,Japan,P4,Air,2026-05,3,Low,3.45
LANE-001826,Mexico,P12,Ocean,2026-10,31,High,0.73
LANE-013588,Spain,P6,Ocean,2026-02,26,Low,0.5
LANE-007933,South Korea,P6,Ocean,2026-01,27,Medium,0.46
LANE-010179,Turkey,P11,Truck,2026-03,5,Low,1.04
LANE-016461,United Kingdom,P6,Ocean,2025-05,24,Low,0.58
LANE-000134,United States,P3,Rail,2025-02,10,Medium,1.0
LANE-004632,Poland,P2,Truck,2025-12,3,Low,
LANE-013407,Spain,P4,Rail,2025-09,10,Low,0.98
LANE-013007,France,P11,Truck,2025-05,4,Medium,1.1
LANE-012507,France,P4,Rail,2025-11,7,Low,0.71
LANE-005870,Brazil,P5,Rail,2026-06,12,Medium,1.22
LANE-002482,Germany,P10,Truck,2026-06,3,Medium,1.07
LANE-011007,Vietnam,P10,Truck,2025-07,4,Medium,1.47
LANE-006331,Brazil,P10,Air,2026-05,3,Low,2.15
LANE-014237,Czech Republic,P2,Air,2025-03,3,High,3.52
LANE-011259,Canada,P1,Truck,2026-05,4,Low,1.12
LANE-005776,Brazil,P4,Truck,2025-12,4,High,1.46
LANE-004248,India,P9,Truck,2025-02,2,Low,1.04
LANE-002076,Germany,P4,Rail,2025-08,7,Low,1.04
LANE-010281,Turkey,P12,Rail,2025-07,11,Low,0.98
LANE-013975,Spain,P11,Ocean,2025-05,27,Low,0.53
LANE-016762,United Kingdom,P10,Truck,2026-08,5,Low,1.13
LANE-011881,Canada,P9,Truck,2025-01,5,Low,0.81
LANE-000354,United States,P6,Truck,2025-02,4,Low,1.26
LANE-004173,India,P7,Air,2026-03,3,Medium,2.24
LANE-012732,France,P7,Ocean,2026-04,20,Low,
LANE-009406,Turkey,P1,Rail,2025-12,11,Medium,0.98
LANE-004128,India,P7,Rail,2026-02,10,High,1.12
LANE-014796,Czech Republic,P9,Air,2025-12,2,Medium,2.86
LANE-006104,Brazil,P8,Rail,2025-10,13,Low,0.91
LANE-008601,Italy,P2,Rail,2026-09,13,Low,1.11
LANE-010779,Vietnam,P6,Ocean,2026-09,23,Low,0.53
LANE-013257,Spain,P2,Ocean,2026-01,25,Medium,0.57
LANE-016626,United Kingdom,P8,Ocean,2026-04,35,Medium,0.49
LANE-012077,Canada,P11,Truck,2026-09,6,Medium,1.36
LANE-016800,United Kingdom,P10,Ocean,2026-02,26,Low,0.47
LANE-006656,Japan,P3,Truck,2025-12,4,Low,1.58
LANE-013947,Spain,P11,Truck,2026-09,5,Low,0.85
LANE-013701,Spain,P8,Truck,2026-05,4,Medium,0.84
LANE-008840,Italy,P5,Ocean,2026-06,24,High,0.7
LANE-008304,South Korea,P11,Truck,2025-10,4,Low,1.45
LANE-000742,United States,P10,Ocean,2026-04,30,Medium,0.47
LANE-015598,Thailand,P8,Truck,2026-10,4,Low,1.06
LANE-005449,Poland,P12,Rail,2026-03,12,Low,1.26
LANE-009075,Italy,P8,Rail,2025-11,12,Medium,0.96
LANE-010227,Turkey,P11,Ocean,2026-07,33,Low,0.79
LANE-001968,Germany,P2,Ocean,2025-10,28,Low,0.76
LANE-006804,Japan,P4,Air,2025-06,3,Low,4.1
LANE-007346,Japan,P11,Truck,2026-08,6,Low,1.15
LANE-002275,Germany,P7,Rail,2025-09,10,Low,0.64
LANE-004363,India,P10,Ocean,2025-07,33,Medium,0.86
LANE-014870,Czech Republic,P10,Ocean,2026-08,22,Medium,0.8
LANE-009215,Italy,P10,Rail,2026-07,15,Medium,1.14
LANE-012677,France,P7,Truck,2025-05,4,Medium,1.31
LANE-007248,Japan,P10,Truck,2025-10,5,High,1.46
LANE-005315,Poland,P10,Rail,2026-01,9,Low,0.74
LANE-014474,Czech Republic,P5,Air,2026-08,2,Low,4.14
LANE-009958,Turkey,P8,Truck,2026-02,5,Low,0.95
LANE-006976,Japan,P6,Air,2025-02,2,Medium,3.7
LANE-002430,Germany,P9,Rail,2025-10,14,Low,1.11
LANE-005194,Poland,P8,Air,2025-02,3,Medium,2.72
LANE-005134,Poland,P8,Truck,2025-08,4,High,1.2
LANE-010388,Vietnam,P1,Air,2025-04,2,Medium,3.2
LANE-016084,United Kingdom,P2,Truck,2025-02,5,Low,1.05
LANE-015073,Thailand,P1,Rail,2025-03,12,Low,
LANE-004258,India,P9,Truck,2025-12,1,Low,1.3
LANE-011445,Canada,P3,Air,2025-05,1,Low,3.68
LANE-015103,Thailand,P1,Ocean,2025-11,26,High,0.57
LANE-002668,Germany,P12,Ocean,2025-06,21,Low,0.66
LANE-005884,Brazil,P5,Ocean,2025-10,29,Low,0.63
LANE-009837,Turkey,P6,Ocean,2025-03,28,Low,0.6
LANE-012152,Canada,P12,Truck,2025-08,5,High,0.95
LANE-012996,France,P10,Ocean,2026-04,24,Low,0.74
LANE-008978,Italy,P7,Rail,2025-02,11,High,1.17
LANE-009920,Turkey,P7,Rail,2026-08,9,Low,1.2
LANE-002396,Germany,P8,Air,2026-08,2,Low,3.19
LANE-001923,Germany,P2,Truck,2025-09,5,Low,1.54
LANE-010821,Vietnam,P7,Truck,2026-07,4,Low,1.25
LANE-002172,Germany,P5,Air,2026-04,1,Low,2.64
LANE-013367,Spain,P3,Air,2026-01,2,High,2.59
LANE-007467,Japan,P12,Air,2025-09,2,Medium,2.44
LANE-005346,Poland,P11,Truck,2026-10,5,Low,1.38
LANE-013621,Spain,P7,Truck,2025-03,3,Medium,0.98
LANE-013063,France,P11,Ocean,2026-05,30,Medium,0.61
LANE-010560,Vietnam,P4,Truck,2026-10,5,Medium,1.16
LANE-003230,China,P7,Truck,2026-06,6,Low,1.25
LANE-001036,Mexico,P3,Truck,2025-02,5,Low,1.19
LANE-013016,France,P11,Truck,2026-02,5,Medium,1.02
LANE-015333,Thailand,P4,Air,2026-09,2,Low,2.8
LANE-015974,Thailand,P12,Air,2025-02,2,Low,3.01
LANE-002336,Germany,P8,Rail,2025-04,12,Low,1.13
LANE-011711,Canada,P6,Air,2025-07,2,Low,2.27
LANE-012223,Canada,P12,Air,2026-01,2,Medium,3.61
LANE-007129,Japan,P8,Ocean,2025-01,26,Low,0.83
LANE-003143,China,P6,Truck,2026-07,5,Low,1.31
LANE-010200,Turkey,P11,Rail,2026-02,12,Low,1.01
LANE-010818,Vietnam,P7,Truck,2026-04,4,Low,0.89
LANE-003315,China,P8,Truck,2026-03,2,Low,1.39
LANE-000956,Mexico,P2,Truck,2025-10,4,High,0.85
LANE-007529,South Korea,P1,Ocean,2025-05,20,Low,0.79
LANE-013790,Spain,P9,Truck,2026-06,4,Low,1.54
LANE-010820,Vietnam,P7,Truck,2026-06,5,Low,1.18
LANE-002029,Germany,P3,Ocean,2025-05,31,Medium,0.68
LANE-005705,Brazil,P3,Rail,2025-07,13,High,1.11
LANE-014340,Czech Republic,P4,Truck,2026-06,5,High,1.39
LANE-004826,Poland,P4,Rail,2025-08,14,Low,1.03
LANE-008107,South Korea,P8,Air,2025-11,3,Low,3.88
LANE-003527,China,P11,Rail,2025-07,13,Medium,1.23
LANE-004933,Poland,P5,Ocean,2025-05,32,Low,0.73
LANE-011508,Canada,P4,Ocean,2025-02,28,Low,0.62
LANE-016051,United Kingdom,P1,Ocean,2026-01,19,Low,0.78
LANE-012634,France,P6,Rail,2025-06,13,Low,1.21
LANE-010381,Vietnam,P1,Ocean,2026-07,33,Low,0.55
LANE-009298,Italy,P11,Ocean,2026-02,26,Low,0.69
LANE-014483,Czech Republic,P6,Truck,2025-07,5,Low,1.55
LANE-012141,Canada,P11,Air,2026-07,2,Low,3.42
LANE-005221,Poland,P9,Truck,2025-07,5,Low,1.28
LANE-011079,Vietnam,P10,Air,2026-01,3,Low,3.71
LANE-001790,Mexico,P12,Rail,2025-08,13,High,1.12
LANE-009269,Italy,P11,Rail,2025-07,13,Low,0.87
LANE-006413,Brazil,P12,Truck,2025-11,5,Medium,1.55
LANE-000928,Mexico,P1,Ocean,2025-04,29,Medium,0.6
LANE-002301,Germany,P7,Ocean,2026-01,25,Medium,0.65
LANE-008221,South Korea,P10,Truck,2026-03,4,Medium,0.98
LANE-014268,Czech Republic,P3,Truck,2025-12,5,Medium,1.08
LANE-005152,Poland,P8,Rail,2025-04,9,Low,1.22
LANE-016645,United Kingdom,P8,Air,2026-01,3,Low,3.59
LANE-003799,India,P3,Truck,2026-03,4,Low,1.56
LANE-014787,Czech Republic,P9,Air,2025-03,2,Medium,3.53
LANE-000393,United States,P6,Rail,2026-07,12,Medium,1.07
LANE-015492,Thailand,P7,Truck,2025-04,5,Low,1.52
LANE-007776,South Korea,P4,Air,2025-10,2,Low,3.85
LANE-011853,Canada,P8,Ocean,2026-05,33,High,0.6
LANE-002328,Germany,P8,Truck,2026-06,3,Medium,1.2
LANE-001882,Germany,P1,Ocean,2025-12,33,Low,0.5
LANE-009922,Turkey,P7,Rail,2026-10,10,Low,0.68
LANE-000486,United States,P7,Ocean,2025-02,18,Medium,0.61
LANE-014080,Spain,P12,Air,2026-10,2,Medium,4.01
LANE-001046,Mexico,P3,Truck,2025-12,5,Low,1.53
LANE-004590,Poland,P1,Rail,2026-02,10,High,1.15
LANE-001303,Mexico,P6,Ocean,2025-05,28,Low,0.47
LANE-005954,Brazil,P6,Rail,2026-02,14,Medium,0.83
LANE-008766,Italy,P4,Ocean,2025-10,27,Low,0.81
LANE-008696,Italy,P3,Air,2025-06,2,High,2.81
LANE-001363,Mexico,P7,Truck,2026-09,5,High,1.52
LANE-010730,Vietnam,P6,Truck,2026-04,5,Low,1.49
LANE-001955,Germany,P2,Rail,2026-07,12,Low,0.65
LANE-006175,Brazil,P9,Truck,2026-03,5,Medium,1.41
LANE-006263,Brazil,P10,Truck,2026-03,4,Low,0.81
LANE-009441,Turkey,P1,Air,2025-03,3,High,3.78
LANE-002628,Germany,P12,Truck,2025-10,4,High,1.37
LANE-004809,Poland,P4,Truck,2026-01,3,Medium,1.21
LANE-010322,Vietnam,P1,Truck,2025-04,5,Low,1.08
LANE-002715,China,P1,Truck,2025-09,5,Low,1.4
LANE-000116,United States,P3,Truck,2025-06,3,Low,1.36
LANE-007211,Japan,P9,Rail,2026-05,10,Low,0.89
LANE-016091,United Kingdom,P2,Truck,2025-09,4,Low,0.97
LANE-001815,Mexico,P12,Ocean,2025-11,28,High,0.61
LANE-002260,Germany,P7,Truck,2026-04,4,High,1.13
LANE-014402,Czech Republic,P5,Truck,2026-02,5,Low,
LANE-010102,Turkey,P10,Rail,2025-04,12,Medium,0.71
LANE-013876,Spain,P10,Truck,2026-04,5,High,0.97
LANE-015275,Thailand,P4,Rail,2025-07,12,Low,1.12
LANE-000604,United States,P9,Truck,2025-10,4,Low,1.59
LANE-014320,Czech Republic,P3,Ocean,2026-08,21,Medium,0.65
LANE-001757,Mexico,P11,Air,2026-07,2,Low,3.45
LANE-015393,Thailand,P5,Ocean,2026-03,32,Medium,0.52
LANE-011049,Vietnam,P10,Ocean,2025-05,37,Medium,0.65
LANE-015441,Thailand,P6,Rail,2026-07,11,Low,1.11
LANE-011160,Vietnam,P11,Air,2025-06,3,Medium,2.9
LANE-004230,India,P8,Ocean,2025-06,26,Low,0.45
LANE-008038,South Korea,P8,Truck,2025-08,4,High,0.94
LANE-000580,United States,P8,Ocean,2025-08,24,Medium,0.71
LANE-002970,China,P4,Truck,2026-10,5,Low,0.93
LANE-013717,Spain,P8,Rail,2025-11,12,Low,0.9
LANE-012499,France,P4,Rail,2025-03,8,Low,0.98
LANE-006515,Japan,P1,Rail,2025-03,11,Low,0.73
LANE-008022,South Korea,P7,Ocean,2026-02,31,Low,0.5
LANE-015917,Thailand,P12,Truck,2025-11,5,High,1.1
LANE-016575,United Kingdom,P8,Truck,2025-09,5,Medium,
LANE-007766,South Korea,P4,Ocean,2026-10,34,Medium,0.51
LANE-010897,Vietnam,P8,Rail,2025-07,10,Low,1.24
LANE-015655,Thailand,P8,Air,2026-01,3,Low,2.56
LANE-005757,Brazil,P3,Air,2026-03,3,Medium,3.47
LANE-009669,Turkey,P4,Rail,2025-11,11,Low,0.87
LANE-000378,United States,P6,Rail,2025-04,12,Medium,0.79
LANE-003385,China,P9,Truck,2026-07,4,Low,0.82
LANE-012164,Canada,P12,Truck,2026-08,5,High,0.97
LANE-004668,Poland,P2,Ocean,2025-04,33,Low,0.52
LANE-004221,India,P8,Rail,2026-07,15,Medium,0.67
LANE-001713,Mexico,P11,Rail,2026-07,11,Medium,0.81
LANE-010756,Vietnam,P6,Rail,2026-08,9,Medium,0.69
LANE-008175,South Korea,P9,Ocean,2026-01,27,Medium,0.45
LANE-006514,Japan,P1,Rail,2025-02,11,Low,0.84
LANE-010583,Vietnam,P4,Ocean,2025-01,26,Low,0.54
LANE-007311,Japan,P10,Air,2025-07,3,Medium,2.55
LANE-008303,South Korea,P11,Truck,2025-09,6,Low,1.2
LANE-008234,South Korea,P10,Rail,2025-06,12,Low,1.22
LANE-008277,South Korea,P10,Air,2025-05,3,High,3.28
LANE-012056,Canada,P10,Air,2026-10,3,Low,2.85
LANE-014229,Czech Republic,P2,Ocean,2026-05,33,Low,0.62
LANE-003593,China,P12,Rail,2025-07,12,Medium,1.03
LANE-006855,Japan,P5,Rail,2026-01,10,Low,1.03
LANE-002022,Germany,P3,Rail,2026-08,11,Low,0.87
LANE-016067,United Kingdom,P1,Air,2025-07,2,Low,2.51
LANE-013315,Spain,P3,Rail,2025-05,11,Low,0.96
LANE-011137,Vietnam,P11,Ocean,2025-05,28,Low,0.48
LANE-015052,Thailand,P1,Truck,2025-04,5,Medium,
LANE-002765,China,P1,Ocean,2026-03,21,Low,0.57
LANE-001814,Mexico,P12,Ocean,2025-10,30,High,0.61
LANE-002721,China,P1,Truck,2026-03,4,Low,0.93
LANE-001227,Mexico,P5,Ocean,2026-05,35,Low,0.68
LANE-005048,Poland,P7,Truck,2025-10,4,Low,1.1
LANE-013924,Spain,P10,Ocean,2026-08,23,Low,0.48
LANE-001415,Mexico,P8,Truck,2025-07,5,Low,1.38
LANE-002299,Germany,P7,Ocean,2025-11,25,Medium,0.73
LANE-015588,Thailand,P8,Truck,2025-12,4,Low,0.86
LANE-004469,India,P12,Truck,2025-03,6,Medium,1.29
LANE-008278,South Korea,P10,Air,2025-06,2,High,3.66
LANE-000094,United States,P2,Air,2025-06,1,Low,2.66
LANE-003695,India,P1,Ocean,2026-09,24,Low,0.67
LANE-001625,Mexico,P10,Rail,2026-07,14,Medium,1.19
LANE-001860,Germany,P1,Rail,2025-12,12,Low,0.81
LANE-003031,China,P4,Air,2026-05,3,Medium,3.21
LANE-007374,Japan,P11,Ocean,2025-04,35,Low,0.59
LANE-016426,United Kingdom,P6,Truck,2026-02,5,High,1.44
LANE-005113,Poland,P7,Air,2025-09,2,Low,2.66
LANE-005919,Brazil,P6,Truck,2025-01,4,Low,1.18
LANE-011275,Canada,P1,Rail,2025-11,12,Medium,1.25
LANE-010769,Vietnam,P6,Ocean,2025-11,34,Low,0.57
LANE-012083,Canada,P11,Rail,2025-05,8,Low,1.01
LANE-008517,Italy,P1,Ocean,2025-03,24,High,0.81
LANE-003363,China,P8,Air,2026-07,1,Low,2.15
LANE-013026,France,P11,Rail,2025-02,14,Medium,0.91
LANE-010150,Turkey,P10,Air,2025-08,2,Low,3.58
LANE-004786,Poland,P3,Air,2025-12,2,Low,2.7
LANE-011973,Canada,P10,Truck,2025-05,6,Medium,1.58
LANE-009306,Italy,P11,Ocean,2026-10,30,Low,0.86
LANE-012641,France,P6,Rail,2026-01,10,Low,1.12
LANE-001207,Mexico,P5,Rail,2026-07,13,Medium,1.24
LANE-009169,Italy,P9,Ocean,2026-05,32,Low,0.77
LANE-007351,Japan,P11,Rail,2025-03,12,High,0.68
LANE-007064,Japan,P7,Air,2025-02,3,Low,3.31
LANE-002080,Germany,P4,Rail,2025-12,10,Low,1.03
LANE-015817,Thailand,P10,Ocean,2026-09,27,Low,0.85
LANE-013177,Spain,P1,Rail,2026-09,15,Medium,0.82
LANE-003997,India,P5,Air,2026-03,2,Low,3.4
LANE-010441,Vietnam,P2,Rail,2026-01,12,High,1.1
LANE-000689,United States,P10,Truck,2025-07,4,Low,1.21
LANE-013945,Spain,P11,Truck,2026-07,5,Low,1.26
LANE-016899,United Kingdom,P12,Truck,2025-03,4,High,0.9
LANE-007939,South Korea,P6,Ocean,2026-07,28,Medium,0.8
LANE-009227,Italy,P10,Ocean,2025-09,24,Low,0.63
LANE-001396,Mexico,P7,Ocean,2025-10,31,Low,0.72
LANE-008676,Italy,P3,Ocean,2025-08,23,High,0.57
LANE-001219,Mexico,P5,Ocean,2025-09,25,Low,0.58
LANE-004635,Poland,P2,Truck,2026-03,5,Low,1.4
LANE-009456,Turkey,P1,Air,2026-06,3,High,3.37
LANE-016627,United Kingdom,P8,Ocean,2026-05,29,Medium,0.49
LANE-012240,France,P1,Truck,2025-08,5,Medium,1.4
LANE-000677,United States,P9,Air,2026-05,4,Low,3.63
LANE-015411,Thailand,P6,Truck,2025-11,5,Low,1.27
LANE-008639,Italy,P3,Truck,2026-03,5,Low,1.03
LANE-010378,Vietnam,P1,Ocean,2026-04,22,Low,0.87
LANE-007775,South Korea,P4,Air,2025-09,3,Low,3.86
LANE-009589,Turkey,P3,Rail,2026-07,12,Low,0.89
LANE-003408,China,P9,Rail,2026-08,12,Medium,1.22
LANE-003519,China,P11,Truck,2026-09,4,Medium,0.89
LANE-007332,Japan,P11,Truck,2025-06,4,Low,1.03
LANE-005447,Poland,P12,Rail,2026-01,12,Low,1.1
LANE-002706,Germany,P12,Air,2026-10,2,Low,3.2
LANE-012953,France,P10,Truck,2026-05,5,Medium,0.98
LANE-007620,South Korea,P2,Air,2025-08,3,Medium,3.33
LANE-003792,India,P3,Truck,2025-08,4,Low,1.22
LANE-004314,India,P10,Truck,2025-02,4,Medium,1.4
LANE-009494,Turkey,P2,Rail,2025-12,12,Medium,0.79
LANE-004671,Poland,P2,Ocean,2025-07,32,Low,0.59
LANE-004595,Poland,P1,Rail,2026-07,10,High,1.21
LANE-014561,Czech Republic,P7,Truck,2026-07,5,Low,0.9
LANE-001740,Mexico,P11,Air,2025-02,3,Low,2.89
LANE-009044,Italy,P8,Truck,2025-02,5,Low,
LANE-005512,Brazil,P1,Truck,2025-12,5,Low,1.49
LANE-010034,Turkey,P9,Rail,2025-02,11,Medium,1.18
LANE-003955,India,P5,Rail,2026-05,13,Medium,0.77
